Year,ID,Group,Value,Measure
1995,S08000020,25-29,259,Age
1995,S08000024,25-29,517,Age
1995,S08000031,25-29,619,Age
1995,S00000000,25-29,*,Age
1996,S00000000,25-29,8,Age
1996,S08000025,25-29,25,Age
1996,S08000016,25-29,26,Age
1996,S08000017,25-29,45,Age
1996,S08000022,25-29,101,Age
1996,S08000019,25-29,120,Age
1996,S08000015,25-29,141,Age
1996,S08000029,25-29,148,Age
1996,S08000032,25-29,228,Age
1996,S08000030,25-29,229,Age
1996,S08000020,25-29,280,Age
1996,S08000024,25-29,595,Age
1996,S08000031,25-29,657,Age
1997,S00000000,25-29,7,Age
1997,S08000025,25-29,24,Age
1997,S08000016,25-29,41,Age
1997,S08000017,25-29,55,Age
1997,S08000022,25-29,111,Age
1997,S08000019,25-29,121,Age
1997,S08000015,25-29,124,Age
1997,S08000029,25-29,143,Age
1997,S08000030,25-29,216,Age
1997,S08000032,25-29,236,Age
1997,S08000020,25-29,330,Age
1997,S08000024,25-29,591,Age
1997,S08000031,25-29,651,Age
1998,S00000000,25-29,9,Age
1998,S08000025,25-29,27,Age
1998,S08000016,25-29,40,Age
1998,S08000017,25-29,44,Age
1998,S08000022,25-29,133,Age
1998,S08000019,25-29,141,Age
1998,S08000029,25-29,148,Age
1998,S08000015,25-29,168,Age
1998,S08000032,25-29,233,Age
1998,S08000030,25-29,258,Age
1998,S08000020,25-29,309,Age
1998,S08000024,25-29,614,Age
1998,S08000031,25-29,615,Age
1999,S00000000,25-29,6,Age
1999,S08000025,25-29,17,Age
1999,S08000016,25-29,24,Age
1999,S08000017,25-29,39,Age
1999,S08000022,25-29,99,Age
1999,S08000015,25-29,128,Age
1999,S08000019,25-29,147,Age
1999,S08000029,25-29,150,Age
1999,S08000032,25-29,219,Age
1999,S08000030,25-29,231,Age
1999,S08000020,25-29,281,Age
1999,S08000024,25-29,595,Age
1999,S08000031,25-29,618,Age
2000,S08000025,25-29,12,Age
2000,S08000017,25-29,40,Age
2000,S08000016,25-29,44,Age
2000,S08000022,25-29,101,Age
2000,S08000019,25-29,118,Age
2000,S08000015,25-29,135,Age
2000,S08000029,25-29,168,Age
2000,S08000020,25-29,219,Age
2000,S08000030,25-29,231,Age
2000,S08000032,25-29,251,Age
2000,S08000024,25-29,532,Age
2000,S08000031,25-29,549,Age
2000,S00000000,25-29,*,Age
2001,S00000000,25-29,5,Age
2001,S08000025,25-29,10,Age
2001,S08000016,25-29,26,Age
2001,S08000017,25-29,46,Age
2001,S08000022,25-29,92,Age
2001,S08000019,25-29,108,Age
2001,S08000015,25-29,128,Age
2001,S08000029,25-29,148,Age
2001,S08000030,25-29,181,Age
2001,S08000032,25-29,221,Age
2001,S08000020,25-29,239,Age
2001,S08000024,25-29,549,Age
2001,S08000031,25-29,569,Age
2002,S08000025,25-29,17,Age
2002,S08000016,25-29,26,Age
2002,S08000017,25-29,35,Age
2002,S08000022,25-29,81,Age
2002,S08000019,25-29,101,Age
2002,S08000015,25-29,117,Age
2002,S08000029,25-29,162,Age
2002,S08000030,25-29,179,Age
2002,S08000032,25-29,193,Age
2002,S08000020,25-29,263,Age
2002,S08000024,25-29,492,Age
2002,S08000031,25-29,502,Age
2002,S00000000,25-29,*,Age
2003,S08000025,25-29,12,Age
2003,S08000016,25-29,38,Age
2003,S08000017,25-29,44,Age
2003,S08000022,25-29,91,Age
2003,S08000019,25-29,104,Age
2003,S08000015,25-29,127,Age
2003,S08000029,25-29,141,Age
2003,S08000032,25-29,181,Age
2003,S08000020,25-29,235,Age
2003,S08000030,25-29,246,Age
2003,S08000024,25-29,500,Age
2003,S08000031,25-29,511,Age
2003,S00000000,25-29,*,Age
2004,S08000025,25-29,13,Age
2004,S08000016,25-29,34,Age
2004,S08000017,25-29,48,Age
2004,S08000022,25-29,78,Age
2004,S08000019,25-29,110,Age
2004,S08000015,25-29,140,Age
2004,S08000029,25-29,150,Age
2004,S08000030,25-29,205,Age
2004,S08000032,25-29,220,Age
2004,S08000020,25-29,230,Age
2004,S08000024,25-29,499,Age
2004,S08000031,25-29,538,Age
2004,S00000000,25-29,*,Age
2005,S00000000,25-29,5,Age
2005,S08000025,25-29,18,Age
2005,S08000016,25-29,33,Age
2005,S08000017,25-29,34,Age
2005,S08000022,25-29,98,Age
2005,S08000019,25-29,100,Age
2005,S08000029,25-29,131,Age
2005,S08000015,25-29,132,Age
2005,S08000030,25-29,220,Age
2005,S08000020,25-29,237,Age
2005,S08000032,25-29,246,Age
2005,S08000024,25-29,525,Age
2005,S08000031,25-29,565,Age
2006,S00000000,25-29,9,Age
2006,S08000025,25-29,13,Age
2006,S08000016,25-29,38,Age
2006,S08000017,25-29,57,Age
2006,S08000022,25-29,92,Age
2006,S08000019,25-29,102,Age
2006,S08000015,25-29,145,Age
2006,S08000029,25-29,150,Age
2006,S08000030,25-29,219,Age
2006,S08000020,25-29,239,Age
2006,S08000032,25-29,264,Age
2006,S08000024,25-29,520,Age
2006,S08000031,25-29,599,Age
2007,S00000000,25-29,12,Age
2007,S08000025,25-29,18,Age
2007,S08000016,25-29,36,Age
2007,S08000017,25-29,55,Age
2007,S08000022,25-29,114,Age
2007,S08000019,25-29,123,Age
2007,S08000015,25-29,149,Age
2007,S08000029,25-29,170,Age
2007,S08000030,25-29,241,Age
2007,S08000032,25-29,284,Age
2007,S08000020,25-29,327,Age
2007,S08000024,25-29,561,Age
2007,S08000031,25-29,657,Age
2008,S08000025,25-29,11,Age
2008,S08000016,25-29,28,Age
2008,S08000017,25-29,56,Age
2008,S08000022,25-29,85,Age
2008,S08000019,25-29,127,Age
2008,S08000015,25-29,144,Age
2008,S08000030,25-29,209,Age
2008,S08000029,25-29,224,Age
2008,S08000032,25-29,281,Age
2008,S08000020,25-29,346,Age
2008,S08000024,25-29,573,Age
2008,S08000031,25-29,673,Age
2008,S00000000,25-29,*,Age
2009,S00000000,25-29,6,Age
2009,S08000025,25-29,17,Age
2009,S08000016,25-29,28,Age
2009,S08000017,25-29,51,Age
2009,S08000022,25-29,99,Age
2009,S08000019,25-29,121,Age
2009,S08000015,25-29,122,Age
2009,S08000029,25-29,191,Age
2009,S08000030,25-29,231,Age
2009,S08000032,25-29,294,Age
2009,S08000020,25-29,314,Age
2009,S08000024,25-29,557,Age
2009,S08000031,25-29,684,Age
2010,S08000016,25-29,43,Age
2010,S08000017,25-29,45,Age
2010,S08000022,25-29,95,Age
2010,S08000019,25-29,130,Age
2010,S08000015,25-29,139,Age
2010,S08000029,25-29,169,Age
2010,S08000030,25-29,188,Age
2010,S08000020,25-29,275,Age
2010,S08000032,25-29,309,Age
2010,S08000024,25-29,530,Age
2010,S08000031,25-29,682,Age
2010,S08000025,25-29,*,Age
2010,S00000000,25-29,*,Age
2011,S00000000,25-29,7,Age
2011,S08000025,25-29,16,Age
2011,S08000016,25-29,30,Age
2011,S08000017,25-29,50,Age
2011,S08000022,25-29,94,Age
2011,S08000019,25-29,113,Age
2011,S08000015,25-29,149,Age
2011,S08000029,25-29,168,Age
2011,S08000030,25-29,251,Age
2011,S08000020,25-29,285,Age
2011,S08000032,25-29,321,Age
2011,S08000024,25-29,557,Age
2011,S08000031,25-29,669,Age
2012,S08000025,25-29,13,Age
2012,S08000016,25-29,37,Age
2012,S08000017,25-29,57,Age
2012,S08000022,25-29,89,Age
2012,S08000019,25-29,132,Age
2012,S08000015,25-29,173,Age
2012,S08000029,25-29,178,Age
2012,S08000030,25-29,223,Age
2012,S08000032,25-29,333,Age
2012,S08000020,25-29,334,Age
2012,S08000024,25-29,576,Age
2012,S08000031,25-29,612,Age
2012,S00000000,25-29,*,Age
2013,S08000025,25-29,7,Age
2013,S00000000,25-29,10,Age
2013,S08000016,25-29,40,Age
2013,S08000017,25-29,49,Age
2013,S08000022,25-29,100,Age
2013,S08000019,25-29,134,Age
2013,S08000015,25-29,146,Age
2013,S08000029,25-29,177,Age
2013,S08000030,25-29,227,Age
2013,S08000032,25-29,295,Age
2013,S08000020,25-29,323,Age
2013,S08000024,25-29,513,Age
2013,S08000031,25-29,629,Age
2014,S08000025,25-29,12,Age
2014,S08000016,25-29,31,Age
2014,S08000017,25-29,51,Age
2014,S08000022,25-29,104,Age
2014,S08000019,25-29,141,Age
2014,S08000015,25-29,156,Age
2014,S08000029,25-29,185,Age
2014,S08000030,25-29,237,Age
2014,S08000020,25-29,322,Age
2014,S08000032,25-29,337,Age
2014,S08000024,25-29,541,Age
2014,S08000031,25-29,628,Age
2014,S00000000,25-29,*,Age
2015,S00000000,25-29,5,Age
2015,S08000025,25-29,11,Age
2015,S08000016,25-29,32,Age
2015,S08000017,25-29,47,Age
2015,S08000022,25-29,113,Age
2015,S08000019,25-29,164,Age
2015,S08000015,25-29,190,Age
2015,S08000029,25-29,197,Age
2015,S08000030,25-29,231,Age
2015,S08000032,25-29,293,Age
2015,S08000020,25-29,307,Age
2015,S08000024,25-29,551,Age
2015,S08000031,25-29,681,Age
2016,S08000025,25-29,16,Age
2016,S08000016,25-29,45,Age
2016,S08000017,25-29,63,Age
2016,S08000022,25-29,108,Age
2016,S08000019,25-29,162,Age
2016,S08000015,25-29,166,Age
2016,S08000029,25-29,222,Age
2016,S08000030,25-29,234,Age
2016,S08000020,25-29,288,Age
2016,S08000032,25-29,318,Age
2016,S08000024,25-29,572,Age
2016,S08000031,25-29,724,Age
2016,S00000000,25-29,*,Age
2017,S08000025,25-29,17,Age
2017,S08000016,25-29,44,Age
2017,S08000017,25-29,55,Age
2017,S08000022,25-29,107,Age
2017,S08000019,25-29,164,Age
2017,S08000015,25-29,199,Age
2017,S08000029,25-29,204,Age
2017,S08000030,25-29,263,Age
2017,S08000020,25-29,279,Age
2017,S08000032,25-29,315,Age
2017,S08000024,25-29,580,Age
2017,S08000031,25-29,780,Age
2017,S00000000,25-29,*,Age
2018,S08000025,25-29,9,Age
2018,S08000016,25-29,44,Age
2018,S08000017,25-29,75,Age
2018,S08000022,25-29,125,Age
2018,S08000019,25-29,190,Age
2018,S08000029,25-29,205,Age
2018,S08000015,25-29,211,Age
2018,S08000030,25-29,277,Age
2018,S08000020,25-29,280,Age
2018,S08000032,25-29,378,Age
2018,S08000024,25-29,586,Age
2018,S08000031,25-29,803,Age
2018,S00000000,25-29,*,Age
2019,S08000025,25-29,17,Age
2019,S08000016,25-29,52,Age
2019,S08000017,25-29,59,Age
2019,S08000022,25-29,136,Age
2019,S08000015,25-29,185,Age
2019,S08000019,25-29,198,Age
2019,S08000029,25-29,227,Age
2019,S08000030,25-29,252,Age
2019,S08000020,25-29,314,Age
2019,S08000032,25-29,333,Age
2019,S08000024,25-29,657,Age
2019,S08000031,25-29,827,Age
2019,S00000000,25-29,*,Age
2020,S08000025,25-29,16,Age
2020,S08000016,25-29,49,Age
2020,S08000017,25-29,71,Age
2020,S08000022,25-29,132,Age
2020,S08000019,25-29,181,Age
2020,S08000015,25-29,197,Age
2020,S08000029,25-29,212,Age
2020,S08000030,25-29,293,Age
2020,S08000020,25-29,348,Age
2020,S08000032,25-29,410,Age
2020,S08000024,25-29,667,Age
2020,S08000031,25-29,808,Age
2020,S00000000,25-29,*,Age
1992,S08000025,30-34,14,Age
1992,S08000017,30-34,18,Age
1992,S08000016,30-34,28,Age
1992,S08000022,30-34,68,Age
1992,S08000019,30-34,69,Age
1992,S08000015,30-34,87,Age
1992,S08000029,30-34,111,Age
1992,S08000032,30-34,120,Age
1992,S08000030,30-34,140,Age
1992,S08000020,30-34,183,Age
1992,S08000024,30-34,282,Age
1992,S08000031,30-34,322,Age
1993,S08000025,30-34,12,Age
1993,S08000017,30-34,25,Age
1993,S08000016,30-34,31,Age
1993,S08000019,30-34,69,Age
1993,S08000015,30-34,83,Age
1993,S08000022,30-34,89,Age
1993,S08000029,30-34,99,Age
1993,S08000032,30-34,126,Age
1993,S08000030,30-34,151,Age
1993,S08000020,30-34,205,Age
1993,S08000024,30-34,294,Age
1993,S08000031,30-34,301,Age
1993,S00000000,30-34,*,Age
1994,S00000000,30-34,9,Age
1994,S08000025,30-34,15,Age
1994,S08000016,30-34,29,Age
1994,S08000017,30-34,32,Age
1994,S08000019,30-34,71,Age
1994,S08000022,30-34,81,Age
1994,S08000015,30-34,91,Age
1994,S08000029,30-34,108,Age
1994,S08000032,30-34,121,Age
1994,S08000030,30-34,146,Age
1994,S08000020,30-34,198,Age
1994,S08000024,30-34,355,Age
1994,S08000031,30-34,392,Age
1995,S08000025,30-34,13,Age
1995,S08000016,30-34,20,Age
1995,S08000017,30-34,35,Age
1995,S08000019,30-34,64,Age
1995,S08000022,30-34,71,Age
1995,S08000015,30-34,84,Age
1995,S08000029,30-34,114,Age
1995,S08000030,30-34,128,Age
1995,S08000032,30-34,148,Age
1995,S08000020,30-34,207,Age
1995,S08000024,30-34,341,Age
1995,S08000031,30-34,380,Age
1995,S00000000,30-34,*,Age
1996,S08000025,30-34,16,Age
1996,S08000016,30-34,18,Age
1996,S08000017,30-34,35,Age
1996,S08000015,30-34,73,Age
1996,S08000019,30-34,96,Age
1996,S08000029,30-34,96,Age
1996,S08000022,30-34,103,Age
1996,S08000032,30-34,143,Age
1996,S08000030,30-34,159,Age
1996,S08000020,30-34,232,Age
1996,S08000024,30-34,408,Age
1996,S08000031,30-34,419,Age
1996,S00000000,30-34,*,Age
1997,S08000025,30-34,15,Age
1997,S08000017,30-34,30,Age
1997,S08000016,30-34,32,Age
1997,S08000019,30-34,84,Age
1997,S08000015,30-34,104,Age
1997,S08000029,30-34,104,Age
1997,S08000022,30-34,105,Age
1997,S08000030,30-34,170,Age
1997,S08000032,30-34,176,Age
1997,S08000020,30-34,201,Age
1997,S08000024,30-34,385,Age
1997,S08000031,30-34,443,Age
1997,S00000000,30-34,*,Age
1998,S00000000,30-34,6,Age
1998,S08000025,30-34,10,Age
1998,S08000016,30-34,25,Age
1998,S08000017,30-34,49,Age
1998,S08000019,30-34,69,Age
1998,S08000022,30-34,95,Age
1998,S08000015,30-34,96,Age
1998,S08000029,30-34,109,Age
1998,S08000032,30-34,157,Age
1998,S08000030,30-34,176,Age
1998,S08000020,30-34,214,Age
1998,S08000024,30-34,362,Age
1998,S08000031,30-34,430,Age
1999,S08000025,30-34,18,Age
1999,S08000016,30-34,24,Age
1999,S08000017,30-34,45,Age
1999,S08000022,30-34,85,Age
1999,S08000019,30-34,86,Age
1999,S08000029,30-34,111,Age
1999,S08000015,30-34,112,Age
1999,S08000030,30-34,160,Age
1999,S08000032,30-34,192,Age
1999,S08000020,30-34,203,Age
1999,S08000024,30-34,357,Age
1999,S08000031,30-34,414,Age
1999,S00000000,30-34,*,Age
2000,S08000025,30-34,17,Age
2000,S08000016,30-34,24,Age
2000,S08000017,30-34,41,Age
2000,S08000022,30-34,79,Age
2000,S08000019,30-34,100,Age
2000,S08000015,30-34,104,Age
2000,S08000029,30-34,117,Age
2000,S08000020,30-34,151,Age
2000,S08000030,30-34,170,Age
2000,S08000032,30-34,191,Age
2000,S08000024,30-34,381,Age
2000,S08000031,30-34,390,Age
2000,S00000000,30-34,*,Age
2001,S08000025,30-34,8,Age
2001,S08000016,30-34,26,Age
2001,S08000017,30-34,52,Age
2001,S08000019,30-34,84,Age
2001,S08000022,30-34,91,Age
2001,S08000029,30-34,103,Age
2001,S08000015,30-34,104,Age
2001,S08000030,30-34,138,Age
2001,S08000032,30-34,180,Age
2001,S08000020,30-34,224,Age
2001,S08000024,30-34,381,Age
2001,S08000031,30-34,425,Age
2001,S00000000,30-34,*,Age
2002,S08000025,30-34,16,Age
2002,S08000017,30-34,24,Age
2002,S08000016,30-34,40,Age
2002,S08000019,30-34,83,Age
2002,S08000022,30-34,91,Age
2002,S08000015,30-34,96,Age
2002,S08000029,30-34,115,Age
2002,S08000030,30-34,161,Age
2002,S08000032,30-34,177,Age
2002,S08000020,30-34,200,Age
2002,S08000024,30-34,358,Age
2002,S08000031,30-34,372,Age
2002,S00000000,30-34,*,Age
2003,S08000016,30-34,21,Age
2003,S08000025,30-34,25,Age
2003,S08000017,30-34,37,Age
2003,S08000022,30-34,68,Age
2003,S08000019,30-34,81,Age
2003,S08000015,30-34,102,Age
2003,S08000029,30-34,112,Age
2003,S08000030,30-34,148,Age
2003,S08000032,30-34,185,Age
2003,S08000020,30-34,190,Age
2003,S08000024,30-34,357,Age
2003,S08000031,30-34,400,Age
2004,S08000025,30-34,8,Age
2004,S08000016,30-34,32,Age
2004,S08000017,30-34,47,Age
2004,S08000019,30-34,66,Age
2004,S08000022,30-34,80,Age
2004,S08000029,30-34,94,Age
2004,S08000015,30-34,96,Age
2004,S08000030,30-34,140,Age
2004,S08000032,30-34,177,Age
2004,S08000020,30-34,195,Age
2004,S08000024,30-34,353,Age
2004,S08000031,30-34,374,Age
2004,S00000000,30-34,*,Age
2005,S08000025,30-34,13,Age
2005,S08000016,30-34,25,Age
2005,S08000017,30-34,41,Age
2005,S08000019,30-34,77,Age
2005,S08000022,30-34,80,Age
2005,S08000029,30-34,93,Age
2005,S08000015,30-34,111,Age
2005,S08000030,30-34,149,Age
2005,S08000032,30-34,180,Age
2005,S08000020,30-34,187,Age
2005,S08000024,30-34,353,Age
2005,S08000031,30-34,375,Age
2005,S00000000,30-34,*,Age
2006,S08000016,30-34,28,Age
2006,S08000017,30-34,43,Age
2006,S08000022,30-34,69,Age
2006,S08000019,30-34,74,Age
2006,S08000029,30-34,87,Age
2006,S08000015,30-34,112,Age
2006,S08000030,30-34,127,Age
2006,S08000032,30-34,165,Age
2006,S08000020,30-34,169,Age
2006,S08000024,30-34,344,Age
2006,S08000031,30-34,393,Age
2006,S08000025,30-34,*,Age
2006,S00000000,30-34,*,Age
2007,S00000000,30-34,7,Age
2007,S08000016,30-34,31,Age
2007,S08000017,30-34,32,Age
2007,S08000022,30-34,63,Age
2007,S08000019,30-34,74,Age
2007,S08000015,30-34,96,Age
2007,S08000029,30-34,103,Age
2007,S08000030,30-34,138,Age
2007,S08000032,30-34,163,Age
2007,S08000020,30-34,215,Age
2007,S08000024,30-34,325,Age
2007,S08000031,30-34,394,Age
2007,S08000025,30-34,*,Age
2008,S00000000,30-34,8,Age
2008,S08000025,30-34,12,Age
2008,S08000017,30-34,26,Age
2008,S08000016,30-34,29,Age
2008,S08000022,30-34,62,Age
2008,S08000019,30-34,78,Age
2008,S08000015,30-34,91,Age
2008,S08000029,30-34,94,Age
2008,S08000030,30-34,130,Age
2008,S08000020,30-34,189,Age
2008,S08000032,30-34,198,Age
2008,S08000024,30-34,360,Age
2008,S08000031,30-34,386,Age
2009,S00000000,30-34,6,Age
2009,S08000025,30-34,11,Age
2009,S08000017,30-34,27,Age
2009,S08000016,30-34,28,Age
2009,S08000022,30-34,47,Age
2009,S08000019,30-34,73,Age
2009,S08000015,30-34,101,Age
2009,S08000029,30-34,119,Age
2009,S08000030,30-34,154,Age
2009,S08000032,30-34,175,Age
2009,S08000020,30-34,210,Age
2009,S08000024,30-34,323,Age
2009,S08000031,30-34,404,Age
2010,S08000025,30-34,14,Age
2010,S08000016,30-34,27,Age
2010,S08000017,30-34,40,Age
2010,S08000019,30-34,81,Age
2010,S08000022,30-34,86,Age
2010,S08000029,30-34,106,Age
2010,S08000015,30-34,109,Age
2010,S08000030,30-34,142,Age
2010,S08000020,30-34,205,Age
2010,S08000032,30-34,210,Age
2010,S08000024,30-34,287,Age
2010,S08000031,30-34,353,Age
2010,S00000000,30-34,*,Age
2011,S08000025,30-34,5,Age
2011,S08000016,30-34,27,Age
2011,S08000017,30-34,37,Age
2011,S08000022,30-34,68,Age
2011,S08000019,30-34,82,Age
2011,S08000015,30-34,94,Age
2011,S08000029,30-34,131,Age
2011,S08000030,30-34,157,Age
2011,S08000020,30-34,187,Age
2011,S08000032,30-34,207,Age
2011,S08000024,30-34,334,Age
2011,S08000031,30-34,375,Age
2011,S00000000,30-34,*,Age
2012,S08000025,30-34,5,Age
2012,S00000000,30-34,6,Age
2012,S08000016,30-34,24,Age
2012,S08000017,30-34,36,Age
2012,S08000022,30-34,65,Age
2012,S08000019,30-34,82,Age
2012,S08000015,30-34,114,Age
2012,S08000030,30-34,143,Age
2012,S08000029,30-34,144,Age
2012,S08000032,30-34,219,Age
2012,S08000020,30-34,224,Age
2012,S08000024,30-34,336,Age
2012,S08000031,30-34,404,Age
2013,S08000016,30-34,26,Age
2013,S08000017,30-34,29,Age
2013,S08000022,30-34,67,Age
2013,S08000019,30-34,102,Age
2013,S08000015,30-34,128,Age
2013,S08000029,30-34,131,Age
2013,S08000030,30-34,142,Age
2013,S08000020,30-34,205,Age
2013,S08000032,30-34,215,Age
2013,S08000024,30-34,347,Age
2013,S08000031,30-34,398,Age
2013,S08000025,30-34,*,Age
2013,S00000000,30-34,*,Age
2014,S08000025,30-34,6,Age
2014,S08000016,30-34,31,Age
2014,S08000017,30-34,52,Age
2014,S08000022,30-34,66,Age
2014,S08000019,30-34,95,Age
2014,S08000015,30-34,126,Age
2014,S08000029,30-34,144,Age
2014,S08000030,30-34,151,Age
2014,S08000020,30-34,206,Age
2014,S08000032,30-34,218,Age
2014,S08000024,30-34,341,Age
2014,S08000031,30-34,450,Age
2014,S00000000,30-34,*,Age
2015,S08000025,30-34,5,Age
2015,S08000016,30-34,26,Age
2015,S08000017,30-34,38,Age
2015,S08000019,30-34,83,Age
2015,S08000022,30-34,88,Age
2015,S08000015,30-34,130,Age
2015,S08000029,30-34,148,Age
2015,S08000030,30-34,163,Age
2015,S08000032,30-34,217,Age
2015,S08000020,30-34,223,Age
2015,S08000024,30-34,389,Age
2015,S08000031,30-34,482,Age
2015,S00000000,30-34,*,Age
2016,S08000025,30-34,9,Age
2016,S08000016,30-34,27,Age
2016,S08000017,30-34,42,Age
2016,S08000022,30-34,80,Age
2016,S08000019,30-34,111,Age
2016,S08000015,30-34,118,Age
2016,S08000029,30-34,140,Age
2016,S08000030,30-34,168,Age
2016,S08000020,30-34,213,Age
2016,S08000032,30-34,244,Age
2016,S08000024,30-34,413,Age
2016,S08000031,30-34,479,Age
2017,S08000025,30-34,11,Age
2017,S08000016,30-34,23,Age
2017,S08000017,30-34,31,Age
2017,S08000022,30-34,79,Age
2017,S08000015,30-34,108,Age
2017,S08000019,30-34,116,Age
2017,S08000029,30-34,156,Age
2017,S08000030,30-34,182,Age
2017,S08000020,30-34,233,Age
2017,S08000032,30-34,270,Age
2017,S08000024,30-34,434,Age
2017,S08000031,30-34,532,Age
2017,S00000000,30-34,*,Age
2018,S08000025,30-34,13,Age
2018,S08000016,30-34,30,Age
2018,S08000017,30-34,45,Age
2018,S08000022,30-34,102,Age
2018,S08000019,30-34,131,Age
2018,S08000015,30-34,144,Age
2018,S08000029,30-34,144,Age
2018,S08000030,30-34,209,Age
2018,S08000020,30-34,256,Age
2018,S08000032,30-34,291,Age
2018,S08000024,30-34,482,Age
2018,S08000031,30-34,588,Age
2018,S00000000,30-34,*,Age
2019,S08000025,30-34,13,Age
2019,S08000016,30-34,34,Age
2019,S08000017,30-34,51,Age
2019,S08000022,30-34,106,Age
2019,S08000019,30-34,140,Age
2019,S08000015,30-34,142,Age
2019,S08000029,30-34,158,Age
2019,S08000030,30-34,209,Age
2019,S08000020,30-34,263,Age
2019,S08000032,30-34,289,Age
2019,S08000024,30-34,473,Age
2019,S08000031,30-34,584,Age
2019,S00000000,30-34,*,Age
2020,S08000025,30-34,11,Age
2020,S08000016,30-34,26,Age
2020,S08000017,30-34,42,Age
2020,S08000022,30-34,83,Age
2020,S08000019,30-34,132,Age
2020,S08000015,30-34,154,Age
2020,S08000029,30-34,162,Age
2020,S08000030,30-34,206,Age
